,koi_disposition,koi_score,koi_impact,koi_impact_err1,koi_impact_err2,koi_tce_plnt_num,koi_steff_err1,koi_steff_err2,ra,dec
2302,1,1.0,0.706,0.066,-0.491,1.0,0.2866698518872432,0.8565891472868217,0.86099357701044,0.6351346152085671
2303,1,0.9875,0.45,0.479,-0.24,2.0,0.2866698518872432,0.8565891472868217,0.86099357701044,0.6351346152085671
2304,1,1.0,0.92,0.032,-0.691,1.0,0.2981366459627329,0.6976744186046512,0.4986514562921407,0.8187219286909446
2310,1,1.0,0.071,0.385,-0.071,1.0,0.32871476349737216,0.7015503875968992,0.38037176120134397,0.7234850863683588
2313,1,1.0,0.613,0.344,-0.394,3.0,0.4663162924032489,0.624031007751938,0.23010007307425617,0.6050033324351665
2318,1,0.999,0.033,0.43,-0.033,1.0,0.5771619684663163,0.4728682170542635,0.5677785845390915,0.4245677965065475
2319,1,1.0,0.291,0.175,-0.291,2.0,0.26755852842809363,0.6666666666666667,0.14375508527425573,0.6784045461700869
2321,1,0.998,0.021,0.401,-0.021,1.0,0.31342570473005255,0.7170542635658914,0.8966518577580977,0.26205071741621966
2322,1,0.998,0.013,0.464,-0.013,3.0,0.31342570473005255,0.7170542635658914,0.8966518577580977,0.26205071741621966
2323,1,0.997,0.713,0.259,-0.508,2.0,0.31342570473005255,0.7170542635658914,0.8966518577580977,0.26205071741621966
2325,1,1.0,0.2658,0.2011,-0.2658,1.0,0.630673674151935,0.375968992248062,0.28639007121596194,0.5611875875800512
2326,1,1.0,0.8759,0.0044,-0.5844,1.0,0.630673674151935,0.375968992248062,0.28639007121596194,0.5611875875800512
2329,1,1.0,0.696,0.029,-0.508,2.0,0.2981366459627329,0.6976744186046512,0.5186707285209895,0.3465199947070259
2330,0,1.0,1.7533750000000001,0.817,-1.189625,1.0,0.5618729096989966,0.4496124031007752,0.576439909814539,0.47653080279518667
2334,1,0.998,0.03,0.44,-0.03,1.0,0.7912087912087912,0.19767441860465118,0.6761357364781198,0.3243962229883417
2340,1,1.0,0.017,0.272,-0.017,1.0,0.23698041089345437,0.7248062015503876,0.5123455438908948,0.8101074669530042
2343,1,1.0,0.557,0.38,-0.348,3.0,0.4319159101767797,0.6627906976744187,0.42372216692880116,0.48852648109634433
2344,1,1.0,0.014,0.44,-0.014,1.0,0.4013377926421404,0.5465116279069768,0.49810840605440454,0.24983891576240191
2345,1,0.992,0.489,0.462,-0.279,2.0,0.4013377926421404,0.5465116279069768,0.49810840605440454,0.24983891576240191
2354,1,0.9875,0.196,0.246,-0.196,1.0,0.7262302914476827,0.1821705426356589,0.2583815333111943,0.2790397670169771
2355,1,1.0,0.914,0.002,-0.647,1.0,0.2713807931199235,0.6937984496124031,0.20102266699144167,0.33296183931215895
2357,1,0.9875,0.862,0.062,-0.632,2.0,0.2713807931199235,0.6937984496124031,0.20102266699144167,0.33296183931215895
2358,1,0.999,0.947,0.005,-0.674,1.0,0.3822264691829909,0.6124031007751938,0.25466354870755303,0.5237302608991694
2362,1,0.9875,0.725,0.24,-0.528,1.0,0.31342570473005255,0.7131782945736433,0.8575582952321046,0.7471734477609178
2365,1,0.9875,0.7,0.013,-0.524,1.0,0.4663162924032489,0.4767441860465116,0.4579743853542251,0.9145614965364248
2366,1,0.998,0.189,0.276,-0.189,2.0,0.4663162924032489,0.4767441860465116,0.4579743853542251,0.9145614965364248
2367,1,1.0,0.594,0.24,-0.388,1.0,0.30960344003822265,0.6511627906976745,0.6650334795594688,0.6442464935490442
2368,1,1.0,0.796,0.122,-0.597,1.0,0.7185857620640229,0.3449612403100776,0.7810715787718596,0.43885127109147204
2370,1,0.996,0.091,0.365,-0.091,1.0,0.6688963210702341,0.15503875968992253,0.6541324213566853,0.9057199004219334
2373,1,1.0,0.704,0.256,-0.495,1.0,0.6115623506927854,0.4418604651162791,0.39969196104010507,0.7025679820294966
2374,1,0.9875,0.874,0.069,-0.645,2.0,0.6115623506927854,0.4418604651162791,0.39969196104010507,0.7025679820294966
2378,1,0.997,0.136,0.312,-0.136,1.0,0.714763497372193,0.19767441860465118,0.3966930755505853,0.6284631510643979
2381,1,0.998,0.258,0.19,-0.258,1.0,0.4242713807931199,0.5697674418604651,0.19607653189302354,0.22823407055339118
2383,1,1.0,0.048,0.396,-0.048,2.0,0.30960344003822265,0.6511627906976745,0.6650334795594688,0.6442464935490442
2385,1,1.0,0.736,0.019,-0.532,1.0,0.6459627329192547,0.2790697674418605,0.603367004621516,0.5670688187072686
2386,1,1.0,0.766,0.043,-0.517,1.0,0.4357381748686096,0.5581395348837209,0.783378377937817,0.25272540446147485
2387,1,1.0,0.191,0.272,-0.191,1.0,0.7415193502150024,0.0,0.31841792606040364,0.6637616128691723
2388,1,0.996,0.618,0.046,-0.468,1.0,0.6956521739130435,0.05813953488372092,0.5695283613342657,0.6046748582282655
2390,1,1.0,0.906,0.028,-0.682,1.0,0.6459627329192547,0.2713178294573644,0.5398767005832443,0.5506663621990526
2391,1,1.0,0.268,0.186,-0.268,1.0,0.3898709985666507,0.6046511627906976,0.9040044599048684,0.27312895976744667
2394,1,0.9875,0.218,0.246,-0.218,1.0,0.6268514094601051,0.20542635658914732,0.4022660936850162,0.5289240712441412
2395,1,0.99,0.2,0.258,-0.2,1.0,0.5848064978499761,0.2558139534883721,0.2562763985988763,0.17104402879536362
2396,1,1.0,0.785,0.004,-0.586,1.0,0.294314381270903,0.7015503875968992,0.3366850928052365,0.10572240991109894
2397,1,0.992,0.021,0.435,-0.021,1.0,0.40898232202580026,0.49224806201550386,0.5629884715930249,0.7097513307494556
2399,1,0.999,0.125,0.326,-0.125,1.0,0.2713807931199235,0.6937984496124031,0.6560852598188003,0.5339647515359256
2401,1,0.9875,0.016,0.449,-0.016,1.0,0.41280458671763015,0.4844961240310077,0.9047617495159823,0.6720859469310896
2402,1,1.0,0.102,0.338,-0.101,1.0,0.5121834687052078,0.5310077519379846,0.5878928672726538,0.6095433952453755
2404,1,1.0,0.807,0.019,-0.57,1.0,0.49307214524605825,0.4418604651162791,0.5093084679043809,0.23903076358441844
2406,1,1.0,0.923,0.003,-0.645,1.0,0.28284758719541325,0.7131782945736433,0.22205259017730938,0.3526088348486609
2407,1,0.995,0.562,0.024,-0.468,1.0,0.26755852842809363,0.6821705426356589,0.5513408357477978,0.8457605861552122
2408,1,1.0,0.098,0.354,-0.098,1.0,0.2713807931199235,0.6782945736434108,0.28358306968694436,0.778883852199026
2414,1,1.0,0.051,0.42,-0.051,1.0,0.6765408504538939,0.23643410852713176,0.5169936068176568,0.5502241287511338
2415,1,1.0,0.008,0.446,-0.008,1.0,0.2866698518872432,0.6821705426356589,0.7472343326979125,0.4369769643618606
2419,1,0.9875,0.157,0.275,-0.157,1.0,0.43956043956043955,0.5968992248062015,0.6791187868835227,0.6454387569731952
2423,1,0.9875,0.79,0.037,-0.545,1.0,0.462494027711419,0.4844961240310077,0.3782158610722881,0.43386180486429904
2424,1,1.0,0.52,0.102,-0.406,3.0,0.462494027711419,0.4844961240310077,0.3782158610722881,0.43386180486429904
2425,1,0.997,0.193,0.265,-0.193,2.0,0.462494027711419,0.4844961240310077,0.3782158610722881,0.43386180486429904
2426,1,0.999,0.12,0.336,-0.12,3.5,0.462494027711419,0.4844961240310077,0.3782158610722881,0.43386180486429904
2427,1,1.0,0.03,0.428,-0.03,2.0,0.23698041089345437,0.7131782945736433,0.3656698170721775,0.8614421406864436
2429,1,0.992,0.232,0.256,-0.232,1.0,0.4510272336359293,0.49224806201550386,0.622192125212667,0.35979800916847005
2442,1,1.0,0.5,0.061,-0.352,1.0,0.3057811753463927,0.7131782945736433,0.7096474318520869,0.9241654140026552
2450,1,0.999,0.248,0.211,-0.248,1.0,0.5733397037744864,0.2713178294573644,0.48642956577870855,0.7761555509420219
2451,1,1.0,0.656,0.27,-0.433,3.0,0.2981366459627329,0.6976744186046512,0.5186707285209895,0.3465199947070259
2452,1,1.0,0.02,0.385,-0.02,1.0,0.3248924988055423,0.7170542635658914,0.10445426944140657,0.4739111393727389
2453,1,0.9875,0.173,0.275,-0.173,1.0,0.6039178213091256,0.25193798449612403,0.31246300295603824,0.38180091569467134
2455,1,0.993,0.202,0.257,-0.202,1.0,0.5809842331581462,0.3449612403100776,0.4166499389184928,0.644933466208224
2460,1,1.0,0.795,0.134,-0.576,1.0,0.6268514094601051,0.22480620155038755,0.4105664721900979,0.8887939081382283
2461,1,0.989,0.203,0.251,-0.203,1.0,0.31724796942188244,0.7093023255813953,0.20613227604650142,0.5019227360294591
2463,1,1.0,0.014,0.433,-0.014,1.0,0.42044911610129,0.4767441860465116,0.45046156941518767,0.6508782027755586
2464,1,0.9875,0.85,0.056,-0.574,3.0,0.42044911610129,0.4767441860465116,0.45046156941518767,0.6508782027755586
2466,1,1.0,0.044,0.367,-0.044,1.0,0.3822264691829909,0.7751937984496124,0.6279714651784172,0.3407942622834854
2469,0,1.0,0.0405,0.4143,-0.0404,1.0,0.6000955566172957,0.0,0.5726408868392294,0.6910396320679166
2472,1,1.0,0.744,0.209,-0.496,1.0,0.5274725274725275,0.33333333333333337,0.7975232996961985,0.24256395788436969
2475,1,1.0,0.454,0.495,-0.251,1.0,0.7032967032967032,0.28682170542635665,0.6250675901936145,0.30938870956497544
2476,1,1.0,0.614,0.3,-0.408,1.0,0.39369326325848064,0.5116279069767442,0.5925022739646533,0.2854152778852739
2480,1,1.0,0.932,0.01,-0.649,1.0,0.40898232202580026,0.5852713178294573,0.5653637342109086,0.36207575469205633
2481,1,1.0,0.828,0.005,-0.577,1.0,0.23698041089345437,0.7131782945736433,0.3656698170721775,0.8614421406864436
2485,1,1.0,0.901,0.028,-0.622,1.0,0.5083612040133779,0.43410852713178294,0.06512364639139356,0.7486003356185686
2486,1,0.997,0.851,0.027,-0.586,1.0,0.6459627329192547,0.20155038759689925,0.5121126750067884,0.07564823081974037
2489,1,1.0,0.401,0.059,-0.401,1.0,0.6268514094601051,0.3643410852713178,0.16263423144652123,0.7996180583096453
2490,1,1.0,0.367,0.098,-0.367,1.0,0.7262302914476827,0.26356589147286824,0.5004776140813032,0.4267768511659744
2491,1,1.0,0.291,0.169,-0.291,2.0,0.3248924988055423,0.7170542635658914,0.10445426944140657,0.4739111393727389
2497,1,1.0,0.804,0.012,-0.095,1.0,0.4013377926421404,0.5930232558139534,0.728630437546661,0.3714985024047244
2498,1,0.9875,0.771,0.18,-0.545,2.0,0.4013377926421404,0.5930232558139534,0.728630437546661,0.3714985024047244
2502,1,1.0,0.151,0.299,-0.151,1.0,0.31342570473005255,0.7131782945736433,0.4809799681528535,0.2163479903505019
2505,1,0.9875,0.309,0.126,-0.309,2.0,0.3822264691829909,0.7751937984496124,0.6279714651784172,0.3407942622834854
2506,1,1.0,0.009,0.451,-0.009,1.0,0.2599139990444338,0.6356589147286822,0.5262208034814826,0.8819016473580041
2511,1,1.0,0.129,0.321,-0.129,1.0,0.5809842331581462,0.3449612403100776,0.3663777384798603,0.375337444670405
2521,1,1.0,0.432,0.018,-0.432,1.0,0.42044911610129,0.6937984496124031,0.5020252606850732,0.4696514735662767
2522,1,0.9875,0.797,0.137,-0.556,1.0,0.336359292881032,0.7209302325581395,0.6184117317480862,0.2902594242041121
2523,1,0.995,0.033,0.425,-0.033,1.0,0.6268514094601051,0.28682170542635665,0.4220534285052935,0.9438419856614702
2528,1,0.993,0.56,0.412,-0.354,1.0,0.6077400860009555,0.38372093023255816,0.27576705846080074,0.41173099121172996
2530,1,0.999,0.245,0.214,-0.245,1.0,0.6536072623029144,0.1705426356589147,0.3393514415282546,0.7778398534919253
2531,1,0.9875,0.032,0.392,-0.032,1.0,0.294314381270903,0.7364341085271318,0.23574714351383186,0.7215538680094484
2534,1,1.0,0.58,0.005,-0.486,1.0,0.2981366459627329,0.6976744186046512,0.5186707285209895,0.3465199947070259
2536,1,1.0,0.016,0.354,-0.016,1.0,0.5542283803153368,0.3798449612403101,0.6514828391933243,0.5518138773342489
2540,1,1.0,0.232,0.211,-0.232,1.0,0.5771619684663163,0.4147286821705426,0.2137251988816704,0.351651772016238
2541,1,0.9875,0.305,0.159,-0.305,1.0,0.4968944099378882,0.6627906976744187,0.7464966040730641,0.6608201330682233
2542,1,0.992,0.692,0.261,-0.456,2.0,0.4968944099378882,0.6627906976744187,0.7464966040730641,0.6608201330682233
2544,1,0.993,0.406,0.046,-0.406,1.0,0.7032967032967032,0.3527131782945736,0.43264104519006885,0.3402814174439839
2546,1,0.999,0.034,0.421,-0.034,2.0,0.4663162924032489,0.624031007751938,0.23010007307425617,0.6050033324351665
2547,1,0.989,0.325,0.107,-0.325,1.0,0.294314381270903,0.6511627906976745,0.9358818814501788,0.5790926647439623
2551,1,0.996,0.887,0.006,-0.632,1.0,0.4242713807931199,0.4767441860465116,0.7045648355875826,0.158165035914823
2555,1,0.998,0.876,0.05,-0.614,1.0,0.34400382226469184,0.6511627906976745,0.5225209826508035,0.24112016938539682
2556,1,0.988,0.918,0.035,-0.674,3.0,0.34400382226469184,0.6511627906976745,0.5225209826508035,0.24112016938539682
2557,1,0.992,0.871,0.038,-0.609,2.0,0.34400382226469184,0.6511627906976745,0.5225209826508035,0.24112016938539682
2559,1,0.996,0.909,0.007,-0.633,1.0,0.5236502627806975,0.46899224806201556,0.31482196475203494,0.6541777329057212
2562,1,0.9875,0.243,0.224,-0.243,1.0,0.3019589106545628,0.6937984496124031,0.17664874662980523,0.3278825564191741
2563,1,0.991,0.462,0.005,-0.447,1.0,0.6000955566172957,0.4534883720930233,0.15443212361052971,0.661101234265359
2565,1,1.0,0.49,0.064,-0.417,1.0,0.6383182035355948,0.3527131782945736,0.3860542277113055,0.2752582485212418
2567,1,1.0,0.03,0.413,-0.03,1.0,0.5580506450071667,0.43410852713178294,0.7799756978032555,0.8116814031936705
2571,1,0.9875,0.001,0.385,-0.001,2.0,0.294314381270903,0.7364341085271318,0.23574714351383186,0.7215538680094484
2572,1,0.9875,0.25,0.206,-0.25,1.0,0.7338748208313426,0.32558139534883723,0.7435843458084292,0.18883067343486148
2573,1,1.0,0.696,0.052,-0.499,1.0,0.5465838509316769,0.5,0.72524638692283,0.6066079971145992
2575,1,1.0,0.16,0.273,-0.16,2.0,0.4319159101767797,0.6627906976744187,0.42372216692880116,0.48852648109634433
2579,1,0.9875,0.259,0.196,-0.259,1.0,0.39751552795031053,0.5542635658914729,0.1628391560645337,0.7551546475899396
2581,1,0.9875,0.448,0.015,-0.448,1.0,0.26755852842809363,0.6937984496124031,0.7444059072315579,0.3774098217949007
2584,1,1.0,0.784,0.161,-0.532,1.0,0.7415193502150024,0.05813953488372092,0.6940768867852043,0.832882809608706
2585,1,0.996,0.018,0.436,-0.018,1.0,0.43956043956043955,0.5968992248062015,0.5565687421959815,0.3500934560652782
2586,1,0.9875,0.03,0.433,-0.03,2.0,0.43956043956043955,0.5968992248062015,0.5565687421959815,0.3500934560652782
2587,1,1.0,0.512,0.356,-0.302,1.0,0.4663162924032489,0.624031007751938,0.23010007307425617,0.6050033324351665
2588,1,1.0,0.338,0.101,-0.338,1.0,0.2713807931199235,0.6976744186046512,0.22427415933168504,0.31864686807749854
2591,1,0.997,0.242,0.216,-0.242,1.0,0.4319159101767797,0.6085271317829457,0.1109354762238528,0.634012771123257
2594,1,0.9875,0.015,0.37,-0.015,1.0,0.4013377926421404,0.5465116279069768,0.8656402427238952,0.23787390188243052
2595,1,1.0,0.05,0.399,-0.05,1.0,0.6536072623029144,0.39922480620155043,0.5291912789671418,0.354567132644235
2601,1,0.999,0.531,0.026,-0.426,1.0,0.462494027711419,0.5310077519379846,0.7810133615508317,0.8854655700967218
2602,1,1.0,0.703,0.197,-0.488,1.0,0.6153846153846153,0.375968992248062,0.012216301660215478,0.4853793768259811
2603,1,1.0,0.914,0.095,-0.691,1.0,0.4242713807931199,0.4728682170542635,0.4771795479642371,0.14199726785768796
2604,1,1.0,0.824,0.141,-0.594,2.0,0.4242713807931199,0.4728682170542635,0.4771795479642371,0.14199726785768796
2605,1,1.0,0.746,0.009,-0.537,1.0,0.6383182035355948,0.11240310077519378,0.7153429390195569,0.13817298561800184
2606,1,0.995,0.009,0.412,-0.009,1.0,0.4319159101767797,0.6085271317829457,0.6252934730111956,0.3020336656934073
2607,1,1.0,0.005,0.409,-0.005,1.0,0.3516483516483516,0.5116279069767442,0.3185888518213371,0.3070601340822616
2610,1,1.0,0.31,0.143,-0.31,1.0,0.39369326325848064,0.5155038759689923,0.44856135932088037,0.9410392319580372
2615,1,0.9875,0.403,0.092,-0.374,1.0,0.3019589106545628,0.6937984496124031,0.11412904010048663,0.5664524574396719
2616,1,0.996,0.004,0.463,-0.004,1.0,0.26373626373626374,0.7054263565891473,0.47788141478093493,0.13867238676554283
2623,1,1.0,0.658,0.153,-0.433,1.0,0.3707596751075012,0.689922480620155,0.41155430199647647,0.31916457825313804
2626,1,1.0,0.246,0.189,-0.246,1.0,0.36311514572384135,0.6317829457364341,0.7966234943280135,0.30233378011202916
2627,1,1.0,0.425,0.058,-0.401,1.0,0.40516005733397037,0.5891472868217054,0.8881665813590338,0.3077490912864449
2628,1,1.0,0.914,0.023,-0.671,1.0,0.45867176301958906,0.4883720930232558,0.602239919222443,0.3226728697141721
2629,1,1.0,0.026,0.205,-0.026,1.0,0.4280936454849498,0.6085271317829457,0.1400026360757689,0.7539895276200332
2630,1,0.9875,0.02,0.347,-0.02,1.0,0.42044911610129,0.5736434108527132,0.8028136150053271,0.835177839879099
2634,1,1.0,0.622,0.303,-0.401,1.0,0.5121834687052078,0.5271317829457365,0.0776026241528811,0.39678915982622787
2637,1,0.9875,0.026,0.431,-0.026,1.0,0.44720496894409933,0.5930232558139534,0.5556558961702862,0.8082282948872552
2638,1,0.999,0.494,0.044,-0.423,2.0,0.26755852842809363,0.6937984496124031,0.3819608584664831,0.23481302929335657
2643,1,0.996,0.984,0.019,-0.687,1.0,0.39751552795031053,0.5503875968992248,0.5003057568448313,0.23378836389564617
2645,1,1.0,0.833,0.102,-0.625,2.0,0.45867176301958906,0.4883720930232558,0.602239919222443,0.3226728697141721
2649,1,1.0,0.359,0.091,-0.359,1.0,0.4242713807931199,0.4728682170542635,0.7553274578961418,0.3854757168832732
2650,1,1.0,0.571,0.364,-0.354,2.0,0.5121834687052078,0.5271317829457365,0.0776026241528811,0.39678915982622787
2651,1,0.999,0.391,0.034,-0.378,1.0,0.3707596751075012,0.5736434108527132,0.5187531641059646,0.5090504534717342
2652,1,0.999,0.538,0.046,-0.434,1.0,0.3822264691829909,0.5697674418604651,0.41807975386690543,0.8303603888914384
2653,1,0.989,0.748,0.162,-0.539,2.0,0.3707596751075012,0.5736434108527132,0.5187531641059646,0.5090504534717342
2661,1,0.9875,0.929,0.04,-0.664,1.0,0.27520305781175347,0.6744186046511628,0.04018804628129402,0.42574315928937656
2662,1,0.9875,0.889,0.072,-0.685,2.0,0.27520305781175347,0.6744186046511628,0.04018804628129402,0.42574315928937656
2663,1,1.0,0.886,0.077,-0.615,3.0,0.27520305781175347,0.6744186046511628,0.04018804628129402,0.42574315928937656
2666,1,0.9875,0.035,0.374,-0.035,2.0,0.3707596751075012,0.689922480620155,0.41155430199647647,0.31916457825313804
2667,1,0.998,0.115,0.335,-0.115,2.0,0.4242713807931199,0.4728682170542635,0.7553274578961418,0.3854757168832732
2668,1,1.0,0.785,0.059,-0.544,1.0,0.39369326325848064,0.6007751937984496,0.08784186898703439,0.4136636819749988
2669,1,1.0,0.51,0.027,-0.415,2.0,0.39369326325848064,0.6007751937984496,0.08784186898703439,0.4136636819749988
2670,1,1.0,0.545,0.08,-0.406,1.0,0.294314381270903,0.6744186046511628,0.471887835441807,0.42991691350245365
2671,1,1.0,0.32,0.1,-0.32,2.0,0.294314381270903,0.6744186046511628,0.471887835441807,0.42991691350245365
2672,1,0.9875,0.379,0.088,-0.379,2.0,0.4280936454849498,0.6085271317829457,0.1400026360757689,0.7539895276200332
2674,1,0.992,0.004,0.383,-0.004,1.0,0.4013377926421404,0.5465116279069768,0.48323972780421975,0.5311268521806531
2680,1,0.9875,0.016,0.437,-0.016,1.0,0.6383182035355948,0.2829457364341086,0.6563265119827335,0.6351426814237429
2681,1,0.998,0.061,0.406,-0.061,1.0,0.6650740563784042,0.3914728682170543,0.21792522207540976,0.37417821431792886
2682,1,0.9875,0.983,0.029,-0.735,3.0,0.26755852842809363,0.6937984496124031,0.3819608584664831,0.23481302929335657
2684,1,0.998,0.894,0.063,-0.604,1.0,0.6536072623029144,0.0852713178294574,0.5726851319272086,0.8219593617677661
2687,1,0.999,0.061,0.365,-0.061,3.0,0.294314381270903,0.6744186046511628,0.471887835441807,0.42991691350245365
2689,1,1.0,0.009,0.36,-0.009,1.0,0.3822264691829909,0.5658914728682171,0.09978385110177079,0.468094630019674
2690,1,1.0,0.004,0.415,-0.004,2.0,0.3822264691829909,0.5658914728682171,0.09978385110177079,0.468094630019674
2692,1,1.0,0.6883,0.0228,-0.029,1.0,0.42044911610129,0.5038759689922481,0.24798300616031277,0.11673740289253187
2694,1,1.0,0.0779,0.3702,-0.0779,1.0,0.42044911610129,0.5038759689922481,0.24798300616031277,0.11673740289253187
2704,1,0.989,0.403,0.042,-0.403,1.0,0.44338270425226944,0.4534883720930233,0.8100493169722771,0.8333550673020023
2705,1,0.9875,0.3,0.143,-0.3,1.0,0.6574295269947443,0.16279069767441867,0.23830823550123448,0.7981383559478639
2707,1,0.999,0.017,0.308,-0.017,1.0,0.4319159101767797,0.4612403100775194,0.8647320540758816,0.4750525728377628
2708,1,0.9875,0.905,0.032,-0.072,1.0,0.4319159101767797,0.5116279069767442,0.3681442818346916,0.4795838652394071
2712,1,1.0,0.694,0.177,-0.455,1.0,0.3898709985666507,0.5193798449612403,0.5401906078390191,0.5371612133610579
2717,1,1.0,0.947,0.012,-0.664,1.0,0.4663162924032489,0.5271317829457365,0.35984390332960636,0.16067132420173724
2718,1,0.993,0.709,0.258,-0.469,2.0,0.4663162924032489,0.5271317829457365,0.35984390332960636,0.16067132420173724
2720,1,0.9875,0.319,0.15,-0.319,1.0,0.7109412326803631,0.2790697674418605,0.22855941253700962,0.723139263397071
2725,1,1.0,0.052,0.414,-0.052,1.0,0.6650740563784042,0.32558139534883723,0.4400304406205304,0.43498076815847453
2727,1,0.998,0.539,0.408,-0.33,1.0,0.7262302914476827,0.10077519379844957,0.5779312021483562,0.8506533218178509
2728,1,0.9875,0.398,0.063,-0.398,1.0,0.6574295269947443,0.18604651162790697,0.7114014002871762,0.8483719272921606
2730,1,0.996,0.388,0.076,-0.388,2.0,0.3898709985666507,0.5193798449612403,0.5401906078390191,0.5371612133610579
2732,1,1.0,0.129,0.325,-0.128,1.0,0.41280458671763015,0.5813953488372093,0.17752433363404485,0.5716430669056054
2738,1,1.0,0.636,0.024,-0.494,1.0,0.504538939321548,0.5348837209302326,0.6473852783085903,0.1204100274833877
2739,1,1.0,0.591,0.043,-0.46,1.0,0.40898232202580026,0.5852713178294573,0.5572850468834911,0.1261921593955817
2740,1,0.9875,0.546,0.303,-0.353,1.0,0.3898709985666507,0.5581395348837209,0.38569467815424474,0.27943149059367256
2743,1,0.993,0.974,0.007,-0.685,1.0,0.3248924988055423,0.7015503875968992,0.8576109235999123,0.4683967289833002
2744,1,0.9875,0.192,0.231,-0.192,1.0,0.6153846153846153,0.31007751937984496,0.4983599044492397,0.25785257250487126
2748,1,0.998,0.168,0.302,-0.168,1.0,0.26755852842809363,0.6589147286821706,0.331317930764353,0.8245150076094498
2749,1,0.999,0.035,0.399,-0.035,1.0,0.47778308647873863,0.5155038759689923,0.7120636793935731,0.936294248871802
2754,1,1.0,0.303,0.117,-0.303,1.0,0.40516005733397037,0.49612403100775193,0.3316066881806474,0.6523927947188568
2755,1,1.0,0.008,0.428,-0.008,2.0,0.40516005733397037,0.49612403100775193,0.3316066881806474,0.6523927947188568
2757,1,1.0,0.029,0.373,-0.029,1.0,0.40898232202580026,0.5387596899224807,0.6455730926524748,0.13653996115029043
2759,1,0.9875,0.462,0.424,-0.253,2.0,0.40898232202580026,0.5387596899224807,0.6455730926524748,0.13653996115029043
2760,1,1.0,0.777,0.009,-0.545,1.0,0.34400382226469184,0.6511627906976745,0.32458522558707514,0.1462891985248551
2767,1,0.9875,0.569,0.37,-0.354,1.0,0.4357381748686096,0.5116279069767442,0.5087640204533397,0.5341466895004574
2769,1,1.0,0.941,0.028,-0.653,1.0,0.2981366459627329,0.6976744186046512,0.8132773454437601,0.6523801192378653
2771,1,1.0,0.002,0.432,-0.002,1.0,0.4013377926421404,0.5465116279069768,0.5588652951310369,0.6137647785385414
2773,1,1.0,0.128,0.266,-0.128,1.0,0.40898232202580026,0.49224806201550386,0.7735797210323927,0.8056399360618007
2774,1,0.998,0.011,0.449,-0.011,2.0,0.40898232202580026,0.49224806201550386,0.7735797210323927,0.8056399360618007
2775,1,1.0,0.858,0.008,-0.603,1.0,0.42044911610129,0.6937984496124031,0.7421060941321258,0.6901978648984497
2776,1,1.0,0.081,0.352,-0.081,1.0,0.4701385570950788,0.4767441860465116,0.6417708095127885,0.15840945503817982
2778,1,1.0,0.657,0.042,-0.449,1.0,0.2904921165790731,0.7054263565891473,0.5201755272500836,0.13411542331401183
2783,1,0.9875,0.322,0.132,-0.322,2.0,0.3898709985666507,0.5581395348837209,0.38569467815424474,0.27943149059367256
2785,1,0.9875,0.176,0.27,-0.175,1.0,0.4701385570950788,0.46899224806201556,0.1279870673936525,0.32656456246640264
2790,1,1.0,0.197,0.273,-0.196,1.0,0.5924510272336359,0.33333333333333337,0.5409767731917619,0.8161306250567755
2792,1,1.0,0.65,0.087,-0.45,1.0,0.40516005733397037,0.49612403100775193,0.810453111617317,0.6926003806869456
2793,1,1.0,0.774,0.158,-0.525,1.0,0.5962732919254659,0.3178294573643411,0.49873389187711403,0.6932399803363598
2796,1,0.998,0.372,0.077,-0.372,2.0,0.3057811753463927,0.7131782945736433,0.7096474318520869,0.9241654140026552
2803,1,0.9875,0.495,0.459,-0.283,1.0,0.6765408504538939,0.2441860465116279,0.559127039756774,0.08924300427080478
2805,1,0.9875,0.0,0.451,0.0,1.0,0.6077400860009555,0.38372093023255816,0.7430557334415084,0.3969376165960199
2810,1,0.9875,0.429,0.06,-0.405,1.0,0.2904921165790731,0.7054263565891473,0.4210427775482728,0.26274671655428694
2811,1,1.0,0.015,0.375,-0.015,1.0,0.43956043956043955,0.5968992248062015,0.718883011795743,0.715121189441529
2813,1,1.0,0.683,0.046,-0.48,1.0,0.3745819397993311,0.6201550387596899,0.8253543915112775,0.7140713651345787
2814,1,0.999,0.7,0.243,-0.473,2.0,0.3745819397993311,0.6201550387596899,0.8253543915112775,0.7140713651345787
2815,1,1.0,0.713,0.183,-0.47,1.0,0.462494027711419,0.4844961240310077,0.2626258015929164,0.7235905873414579
2816,1,1.0,0.956,0.025,-0.683,2.0,0.462494027711419,0.4844961240310077,0.2626258015929164,0.7235905873414579
2819,1,1.0,0.058,0.402,-0.058,1.0,0.2981366459627329,0.6666666666666667,0.6807563208765561,0.7721544521442656
2820,1,0.9875,0.499,0.443,-0.284,2.0,0.2981366459627329,0.6666666666666667,0.6807563208765561,0.7721544521442656
2822,1,0.997,0.744,0.194,-0.514,1.0,0.6230291447682752,0.2093023255813954,0.5197633493252152,0.11283982052287067
2823,1,0.9875,0.966,0.027,-0.696,2.0,0.40898232202580026,0.5426356589147288,0.1390860641479268,0.30508595992665866
2824,1,1.0,0.024,0.426,-0.024,2.0,0.6230291447682752,0.2093023255813954,0.5197633493252152,0.11283982052287067
2828,1,0.9875,0.928,0.011,-0.645,1.0,0.27902532250358336,0.6821705426356589,0.25570680130834944,0.2818481542675175
