,koi_disposition,koi_score,koi_impact,koi_impact_err1,koi_impact_err2,koi_tce_plnt_num,koi_steff_err1,koi_steff_err2,ra,dec
971,1,1.0,0.026,0.405,-0.026,1.0,0.2713807931199235,0.6976744186046512,0.2929751375207186,0.8232626956945421
972,1,1.0,0.217,0.245,-0.217,2.0,0.2713807931199235,0.6976744186046512,0.2929751375207186,0.8232626956945421
979,1,1.0,0.025,0.408,-0.025,1.0,0.31724796942188244,0.6472868217054264,0.6224240626212385,0.7209416678846012
980,1,0.9875,0.11,0.254,-0.11,1.0,0.20640229335881508,0.7131782945736433,0.6069843898672236,0.7495510607104965
981,1,1.0,0.726,0.002,-0.519,1.0,0.5083612040133779,0.43410852713178294,0.5283627314774932,0.7597753085343308
982,1,1.0,0.663,0.268,-0.442,1.0,0.3210702341137124,0.7170542635658914,0.6006633968770423,0.7139412173928852
988,1,0.9875,0.763,0.015,-0.551,3.0,0.2713807931199235,0.6976744186046512,0.2929751375207186,0.8232626956945421
989,1,1.0,0.017,0.39,-0.017,1.0,0.26755852842809363,0.6511627906976745,0.1863817345099097,0.7830775798973013
990,1,1.0,0.067,0.397,-0.067,1.0,0.4968944099378882,0.437984496124031,0.5625707048149362,0.8371041929018714
991,1,1.0,0.282,0.19,-0.282,1.0,0.2904921165790731,0.7054263565891473,0.7485588909107097,0.7934402977483286
992,1,1.0,0.028,0.334,-0.028,3.0,0.4280936454849498,0.5658914728682171,0.1378453387334062,0.7810311298930159
995,1,1.0,0.9414,0.0211,-0.3167,3.0,0.6000955566172957,0.10852713178294571,0.3326182706132048,0.35961562308087247
996,0,1.0,0.022,0.005,-0.022,1.0,0.2981366459627329,0.6937984496124031,0.8613717560782295,0.6563536264583121
998,1,1.0,0.015,0.385,-0.015,1.0,0.2484472049689441,0.6356589147286822,0.7898679680000917,0.33316868011560796
999,1,1.0,0.366,0.081,-0.366,2.0,0.3210702341137124,0.7170542635658914,0.6006633968770423,0.7139412173928852
1000,1,1.0,0.811,0.062,-0.553,1.0,0.672718585762064,0.25193798449612403,0.4114420591943375,0.7324091371268739
1001,1,0.998,0.217,0.187,-0.217,3.5,0.4319159101767797,0.6085271317829457,0.7854974847831837,0.34132644043237725
1003,1,0.9875,0.033,0.443,-0.033,1.0,0.7224080267558528,0.18604651162790697,0.7621994186661176,0.7365389752795468
1008,1,1.0,0.461,0.459,-0.252,1.0,0.31724796942188244,0.6782945736434108,0.4925908107143915,0.4869643240905388
1010,1,1.0,0.227,0.213,-0.227,1.0,0.5656951743908265,0.4263565891472868,0.6879980774344929,0.6428543032201675
1011,1,0.9875,0.963,0.01,-0.675,1.0,0.6344959388437649,0.3565891472868217,0.6207497353445142,0.650351978261678
1012,1,0.9875,0.354,0.108,-0.354,1.0,0.7338748208313426,0.17441860465116277,0.6482776318724852,0.6489609402492547
1013,1,1.0,0.049,0.379,-0.049,1.0,0.6497849976110845,0.4031007751937985,0.5637518157951256,0.6176991710171413
1016,1,1.0,0.652,0.006,-0.51,1.0,0.7032967032967032,0.28682170542635665,0.8164299243967896,0.6347573596051244
1018,1,1.0,0.267,0.215,-0.267,1.0,0.35929288103201146,0.6356589147286822,0.6609899442558476,0.2548033511154961
1019,1,1.0,0.149,0.305,-0.149,2.0,0.35929288103201146,0.6356589147286822,0.6609899442558476,0.2548033511154961
1020,1,1.0,0.718,0.052,-0.496,3.0,0.35929288103201146,0.6356589147286822,0.6609899442558476,0.2548033511154961
1021,1,1.0,0.075,0.359,-0.075,1.0,0.3860487338748208,0.5193798449612403,0.19304085311981467,0.6191588358761431
1022,1,1.0,0.331,0.127,-0.331,3.5,0.35929288103201146,0.6356589147286822,0.6609899442558476,0.2548033511154961
1023,1,1.0,0.063,0.391,-0.063,1.0,0.3707596751075012,0.5813953488372093,0.4565007910556016,0.6488815584491077
1025,1,1.0,0.107,0.324,-0.107,1.0,0.40516005733397037,0.5465116279069768,0.08438376605805686,0.6727037806030438
1026,1,0.998,0.732,0.011,-0.535,2.0,0.40516005733397037,0.5465116279069768,0.08438376605805686,0.6727037806030438
1027,1,0.996,0.002,0.407,-0.002,1.0,0.40898232202580026,0.49224806201550386,0.5195817115956132,0.22714122643216728
1029,1,1.0,0.311,0.147,-0.311,1.0,0.336359292881032,0.7209302325581395,0.677168742848016,0.666205932137907
1030,1,0.991,0.049,0.01,-0.049,1.0,0.2981366459627329,0.6976744186046512,0.3728291380451392,0.4562844746675707
1031,1,0.9875,0.749,0.194,-0.534,1.0,0.6000955566172957,0.32558139534883723,0.6341555312647422,0.6689483812802606
1032,1,0.992,0.873,0.017,-0.599,1.0,0.6421404682274248,0.18604651162790697,0.6516532992164912,0.6848985535803784
1035,1,0.999,0.266,0.161,-0.266,1.0,0.672718585762064,0.25193798449612403,0.81108558350655,0.4270982834389909
1036,1,0.999,0.835,0.047,-0.572,1.0,0.3669374104156713,0.627906976744186,0.7718886271960113,0.7381336532163805
1044,1,1.0,0.548,0.013,-0.464,1.0,0.31342570473005255,0.6821705426356589,0.21129311625606384,0.7583425310592493
1045,1,1.0,0.858,0.096,-0.594,1.0,0.3019589106545628,0.6705426356589148,0.24344765177345984,0.32363038066966077
1047,1,0.995,0.321,0.036,-0.072,1.0,0.31342570473005255,0.6821705426356589,0.4707947488998112,0.2554531935778326
1048,1,1.0,0.007,0.437,-0.007,1.0,0.45484949832775917,0.5387596899224807,0.702009332453402,0.1791923145101797
1049,1,1.0,0.927,0.002,-0.669,1.0,0.7224080267558528,0.10465116279069764,0.6556143989351373,0.6811616553384359
1050,1,1.0,0.019,0.423,-0.019,1.0,0.27520305781175347,0.686046511627907,0.15739142138975204,0.7562795005015452
1051,1,0.9875,0.11,0.369,-0.11,1.0,0.3669374104156713,0.627906976744186,0.6848981268492711,0.4847690972285572
1052,1,0.998,0.655,0.065,-0.225,1.0,0.5924510272336359,0.33333333333333337,0.18743663055491133,0.3173759910641696
1055,1,0.997,0.742,0.183,-0.528,1.0,0.6612517916865742,0.0,0.2239104181347109,0.6237423666236914
1057,1,1.0,0.027,0.367,-0.027,1.0,0.6192068800764453,0.37209302325581395,0.8138683666716204,0.4449253871895311
1059,1,1.0,0.812,0.033,-0.562,1.0,0.3860487338748208,0.6085271317829457,0.8837318263301128,0.24107746965902743
1060,1,0.999,0.929,0.021,-0.679,2.0,0.3860487338748208,0.6085271317829457,0.8837318263301128,0.24107746965902743
1062,1,1.0,0.578,0.335,-0.366,3.5,0.3860487338748208,0.6085271317829457,0.8837318263301128,0.24107746965902743
1065,1,0.999,0.908,0.031,-0.618,1.0,0.462494027711419,0.4844961240310077,0.43112879465668463,0.5629460865060603
1066,1,0.9875,0.146,0.317,-0.146,1.0,0.2866698518872432,0.6821705426356589,0.7357683345822892,0.39470871648655637
1068,1,1.0,0.05,0.356,-0.05,1.0,0.34782608695652173,0.7209302325581395,0.8541514234576297,0.267165145961044
1070,1,1.0,0.878,0.017,-0.622,1.0,0.7109412326803631,0.2790697674418605,0.8318896238748383,0.3316718850597624
1072,1,1.0,0.034,0.412,-0.034,1.0,0.6459627329192547,0.3449612403100776,0.621844219099815,0.371454330273997
1075,1,1.0,0.146,0.291,-0.146,1.0,0.5580506450071667,0.43410852713178294,0.4598163782275062,0.4166378747597177
1078,1,1.0,0.345,0.073,-0.345,1.0,0.4242713807931199,0.5697674418604651,0.32768657338560025,0.9393043555193299
1079,1,0.989,0.092,0.27,-0.092,1.0,0.6192068800764453,0.21317829457364346,0.5045965989033743,0.24185009784126965
1082,1,1.0,0.507,0.389,-0.314,1.0,0.3822264691829909,0.6124031007751938,0.3860602823022923,0.25855222064504213
1083,1,1.0,0.88,0.042,-0.625,3.0,0.3822264691829909,0.6124031007751938,0.3860602823022923,0.25855222064504213
1084,1,1.0,0.298,0.146,-0.298,1.0,0.31342570473005255,0.6821705426356589,0.8072949438110673,0.3440976974860739
1086,1,1.0,0.595,0.015,-0.484,1.0,0.37840420449116097,0.4728682170542635,0.8451417263315584,0.37657509655931687
1087,1,0.9875,0.359,0.02,-0.02,1.0,0.5656951743908265,0.4844961240310077,0.21566080504636176,0.8123581330399277
1088,1,0.995,0.814,0.12,-0.579,1.0,0.39751552795031053,0.5077519379844961,0.47330786989708606,0.5327510422222188
1091,1,0.998,0.034,0.404,-0.034,1.0,0.2866698518872432,0.7093023255813953,0.9631526907300962,0.47702117746383976
1093,1,1.0,0.006,0.43,-0.006,1.0,0.6153846153846153,0.2945736434108527,0.6574950480431809,0.3633190401280757
1095,1,1.0,0.97,0.025,-0.68,1.0,0.6153846153846153,0.23643410852713176,0.0984588271512088,0.6464405040769918
1096,1,1.0,0.872,0.054,-0.618,1.0,0.5542283803153368,0.3798449612403101,0.42732092266377997,0.9229248813226079
1097,1,1.0,0.092,0.349,-0.092,1.0,0.6497849976110845,0.09689922480620161,0.7057361660746384,0.8899243305793609
1098,1,1.0,0.837,0.064,-0.596,1.0,0.672718585762064,0.25193798449612403,0.664965481845309,0.4347292430836527
1100,1,1.0,0.756,0.154,-0.517,2.0,0.3822264691829909,0.6124031007751938,0.3860602823022923,0.25855222064504213
1101,1,0.999,0.864,0.05,-0.612,3.5,0.3822264691829909,0.6124031007751938,0.3860602823022923,0.25855222064504213
1103,1,1.0,0.836,0.068,-0.592,1.0,0.49307214524605825,0.4418604651162791,0.13414132626281194,0.4680235705050264
1104,1,1.0,0.907,0.004,-0.635,1.0,0.7376970855231725,0.0852713178294574,0.2195296886869027,0.46960922196297217
1106,1,1.0,0.953,0.023,-0.719,1.0,0.462494027711419,0.4844961240310077,0.48169487562705626,0.5863856755797703
1107,1,0.9875,0.207,0.248,-0.207,1.0,0.3210702341137124,0.7170542635658914,0.49991640007060667,0.6015040674530199
1108,1,1.0,0.379,0.066,-0.379,1.0,0.6841853798375537,0.3062015503875969,0.8756717685134259,0.728001462673685
1114,1,0.988,0.306,0.022,-0.028,1.0,0.27520305781175347,0.6744186046511628,0.1108558350654878,0.6239139977577199
1116,1,1.0,0.625,0.004,-0.499,1.0,0.588628762541806,0.33720930232558144,0.7064310468248092,0.44993213816351085
1118,1,1.0,0.77,0.118,-0.528,1.0,0.4319159101767797,0.4651162790697675,0.5308157723026667,0.33975909800252957
1122,1,1.0,0.663,0.232,-0.438,1.0,0.7491638795986622,0.06976744186046513,0.39516079829316375,0.6633506200006671
1125,1,0.9875,0.943,0.023,-0.647,1.0,0.26373626373626374,0.6666666666666667,0.8360579769003404,0.7483949672194772
1126,1,0.996,0.064,0.373,-0.064,1.0,0.6880076445293837,0.1589147286821706,0.8320558922580883,0.7628987262998113
1130,1,1.0,0.029,0.379,-0.029,1.0,0.6918299092212136,0.3682170542635659,0.8550214216086509,0.6322566408477357
1135,1,0.9875,0.105,0.347,-0.105,1.0,0.27520305781175347,0.6589147286821706,0.1344128513816809,0.45322334600817404
1136,1,0.991,0.845,0.057,-0.569,2.0,0.27520305781175347,0.6589147286821706,0.1344128513816809,0.45322334600817404
1137,1,1.0,0.795,0.101,-0.556,1.0,0.6650740563784042,0.1589147286821706,0.7523411473263639,0.9406716430092894
1138,1,1.0,0.029,0.362,-0.029,1.0,0.6956521739130435,0.2945736434108527,0.6849791652209394,0.4120780305170526
1139,1,1.0,0.595,0.037,-0.057,1.0,0.4280936454849498,0.6085271317829457,0.8228384760873944,0.6649985605646966
1143,1,1.0,0.682,0.176,-0.448,1.0,0.42044911610129,0.6937984496124031,0.8171690502349431,0.24584850790063362
1144,1,0.999,0.352,0.112,-0.352,1.0,0.4357381748686096,0.6007751937984496,0.8404470896279737,0.7808914435317882
1145,1,0.9875,0.608,0.348,-0.386,2.0,0.4357381748686096,0.6007751937984496,0.8404470896279737,0.7808914435317882
1150,1,0.9875,0.492,0.449,-0.286,1.0,0.3019589106545628,0.6937984496124031,0.684375103335567,0.1571425471148582
1151,1,0.9875,0.504,0.445,-0.296,2.0,0.3019589106545628,0.6937984496124031,0.684375103335567,0.1571425471148582
1154,1,1.0,0.918,0.009,-0.65,1.0,0.6000955566172957,0.32170542635658916,0.7941690562895349,0.4202440491017403
1155,1,1.0,0.031,0.43,-0.031,1.0,0.294314381270903,0.6744186046511628,0.15037415043609315,0.43572926171276816
1156,1,1.0,0.832,0.009,-0.588,1.0,0.3248924988055423,0.7131782945736433,0.44755909164368646,0.6366734057973935
1157,1,1.0,0.577,0.295,-0.372,1.0,0.31342570473005255,0.6821705426356589,0.23504620817267252,0.6418439777605482
1159,1,1.0,0.701,0.185,-0.475,2.0,0.42044911610129,1.0,0.8171690502349431,0.24584850790063362
1160,1,0.995,0.076,0.008,-0.053,1.0,0.28284758719541325,0.7131782945736433,0.5871225370040314,0.6282555420499794
1162,1,1.0,0.043,0.41,-0.043,1.0,0.31724796942188244,0.6472868217054264,0.42108283099634036,0.9494773252609723
1165,1,1.0,0.83,0.049,-0.601,1.0,0.3248924988055423,0.7131782945736433,0.18850689594626502,0.805424324849787
1166,1,0.994,0.003,0.463,-0.003,1.0,0.6192068800764453,0.3023255813953488,0.20337650567198828,0.8074812737373183
1168,1,1.0,0.054,0.399,-0.054,1.0,0.31342570473005255,0.7131782945736433,0.20874366771286823,0.8293996770569119
1170,1,1.0,0.638,0.009,-0.01,1.0,0.294314381270903,0.7015503875968992,0.4277885233830645,0.8255719378678648
1171,1,1.0,0.485,0.003,-0.473,1.0,0.39369326325848064,0.5116279069767442,0.8491969050793831,0.6540189693054264
1172,1,1.0,0.875,0.045,-0.61,2.0,0.39369326325848064,0.5116279069767442,0.8491969050793831,0.6540189693054264
1173,1,1.0,0.714,0.066,-0.488,1.0,0.3745819397993311,0.6201550387596899,0.3426032226259146,0.8287637264096013
1174,1,1.0,0.844,0.004,-0.585,2.0,0.3745819397993311,0.6201550387596899,0.3426032226259146,0.8287637264096013
1175,1,0.998,0.562,0.345,-0.345,1.0,0.6000955566172957,0.32170542635658916,0.7245543005992658,0.9175268548949989
1178,1,1.0,0.899,0.029,-0.662,1.0,0.7032967032967032,0.2093023255813954,0.08019072893083745,0.4542297023777855
1179,1,1.0,0.941,0.005,-0.715,1.0,0.6650740563784042,0.1589147286821706,0.40720058533922554,0.6461530651393605
1182,1,0.994,0.887,0.055,-0.616,2.0,0.6344959388437649,0.42248062015503873,0.10198399631880939,0.4581802913043189
1184,1,1.0,0.937,0.018,-0.653,1.0,0.5542283803153368,0.32558139534883723,0.4814517605120532,0.9678458897096154
1185,1,0.998,0.642,0.047,-0.476,1.0,0.31724796942188244,0.6782945736434108,0.29508865551286867,0.6589681044567182
1186,1,0.998,0.487,0.016,-0.031,1.0,0.41280458671763015,0.5813953488372093,0.7003662096071466,0.2973345832125798
1196,1,1.0,0.085,0.371,-0.085,1.0,0.5351170568561873,0.39922480620155043,0.6706833444256546,0.43264419047816594
1197,1,1.0,0.721,0.063,-0.509,1.0,0.6459627329192547,0.19767441860465118,0.3162392047807039,0.6441927827987834
1198,1,1.0,0.73,0.222,-0.49,2.0,0.6459627329192547,0.19767441860465118,0.3162392047807039,0.6441927827987834
1199,1,1.0,0.046,0.378,-0.046,1.0,0.40898232202580026,0.5387596899224807,0.2880215506180104,0.8785100599467026
1201,1,1.0,0.004,0.43,-0.004,1.0,0.6612517916865742,0.3294573643410853,0.802611484813923,0.26268961287224535
1202,1,1.0,0.74,0.166,-0.505,1.0,0.5504061156235069,0.5,0.7418191996669048,0.667168116376792
1204,1,1.0,0.742,0.081,-0.515,1.0,0.31342570473005255,0.6472868217054264,0.5078171755705636,0.2759226869919922
1205,1,0.993,0.904,0.041,-0.62,1.0,0.4013377926421404,0.5465116279069768,0.6483828886081024,0.222639510152836
1207,1,0.989,0.071,0.366,-0.071,1.0,0.2866698518872432,0.6821705426356589,0.4852554408650427,0.24456886047873994
1208,1,0.991,0.787,0.146,-0.577,1.0,0.5121834687052078,0.48062015503875966,0.45908190976703267,0.2505187824701167
1216,1,1.0,0.007,0.444,-0.007,1.0,0.3860487338748208,0.562015503875969,0.5744870713524222,0.8543645490099072
1217,1,0.997,0.896,0.024,-0.604,1.0,0.42044911610129,0.48062015503875966,0.3917837337358563,0.8424603518316611
1218,1,1.0,0.029,0.409,-0.029,1.0,0.3019589106545628,0.6937984496124031,0.2804817218884157,0.4492657151477566
1219,1,1.0,0.059,0.359,-0.059,1.0,0.42044911610129,0.4767441860465116,0.45834976999540444,0.20739193080160412
1220,1,0.998,0.911,0.004,-0.63,1.0,0.45867176301958906,0.4883720930232558,0.8384486088645762,0.2508655016875352
1221,1,1.0,0.962,0.048,-0.565,2.0,0.45867176301958906,0.4883720930232558,0.8384486088645762,0.2508655016875352
1222,1,1.0,0.603,0.022,-0.462,3.0,0.45867176301958906,0.4883720930232558,0.8384486088645762,0.2508655016875352
1223,1,0.996,0.823,0.125,-0.563,3.5,0.45867176301958906,0.4883720930232558,0.8384486088645762,0.2508655016875352
1224,1,0.996,0.689,0.253,-0.454,3.5,0.45867176301958906,0.4883720930232558,0.8384486088645762,0.2508655016875352
1225,1,0.994,0.275,0.18,-0.275,1.0,0.2866698518872432,0.6782945736434108,0.4391860580467615,0.26394947886168296
1230,1,0.997,0.675,0.009,-0.519,1.0,0.6115623506927854,0.2441860465116279,0.4254076719119606,0.3082643687940152
1232,1,1.0,0.009,0.359,-0.009,1.0,0.4319159101767797,0.6085271317829457,0.6059937656342349,0.5308022830461794
1236,1,0.993,0.405,0.045,-0.405,2.0,0.42044911610129,0.4767441860465116,0.45834976999540444,0.20739193080160412
1237,1,0.9875,0.026,0.4,-0.026,1.0,0.39751552795031053,0.5503875968992248,0.7112635419077833,0.8425511927787652
1238,1,1.0,0.169,0.3,-0.169,1.0,0.39751552795031053,0.5503875968992248,0.5224585737898604,0.9079036681369583
1250,1,1.0,0.416,0.042,-0.412,1.0,0.5504061156235069,0.5,0.45042757055810867,0.31787609640509906
1251,1,1.0,0.025,0.41,-0.025,1.0,0.3019589106545628,0.6937984496124031,0.8491172639210198,0.32251801118630397
1252,1,1.0,0.8,0.077,-0.553,1.0,0.3745819397993311,0.5813953488372093,0.6718104298247294,0.3519814625571729
1253,1,0.9875,0.052,0.227,-0.052,1.0,0.2866698518872432,0.6782945736434108,0.6698678375935145,0.43679771513572163
1255,1,0.9875,0.019,0.149,-0.019,1.0,0.294314381270903,0.6782945736434108,0.7064510735488447,0.9351291289018957
1259,1,0.9875,0.054,0.145,-0.054,1.0,0.32871476349737216,0.6317829457364341,0.8131734859214461,0.7364244478275599
1260,1,0.9875,0.069,0.007,-0.05,1.0,0.4013377926421404,0.5,0.2791627525288405,0.8618685617919133
1261,1,0.999,0.431,0.037,-0.363,1.0,0.4280936454849498,0.5193798449612403,0.7822512925387421,0.6242559156565815
1265,1,0.9875,0.293,0.144,-0.293,1.0,0.672718585762064,0.24806201550387597,0.7235566902997554,0.24724658784694054
1266,1,1.0,0.015,0.443,-0.015,2.0,0.672718585762064,0.24806201550387597,0.7235566902997554,0.24724658784694054
1268,1,1.0,0.016,0.432,-0.016,1.0,0.31342570473005255,0.7248062015503876,0.4416237295255865,0.6642744577086739
1270,1,0.9875,0.575,0.366,-0.356,2.0,0.3745819397993311,0.5813953488372093,0.6718104298247294,0.3519814625571729
1272,1,1.0,0.821,0.097,-0.578,1.0,0.5771619684663163,0.4147286821705426,0.7863134573530921,0.3963244562074615
1275,1,0.9875,0.173,0.263,-0.173,2.0,0.4319159101767797,0.6085271317829457,0.6059937656342349,0.5308022830461794
1277,1,0.9875,0.044,0.253,-0.044,1.0,0.4242713807931199,0.5697674418604651,0.40049629016580823,0.936683987903494
1284,1,1.0,0.045,0.376,-0.045,1.0,0.26373626373626374,0.6395348837209303,0.803882483183374,0.6647509405623007
1285,1,0.998,0.117,0.028,-0.08,1.0,0.26373626373626374,0.6627906976744187,0.6868169664543071,0.8893755718770513
1287,1,0.9875,0.862,0.019,-0.587,1.0,0.28284758719541325,0.6821705426356589,0.4000645512546743,0.6663819804850082
1288,1,1.0,0.917,0.017,-0.629,2.0,0.28284758719541325,0.6821705426356589,0.4000645512546743,0.6663819804850082
1289,1,0.999,0.932,0.063,-0.679,1.0,0.28284758719541325,0.7403100775193798,0.8141003040801884,0.40264107090145496
1292,1,1.0,0.919,0.031,-0.672,1.0,0.6039178213091256,0.4496124031007752,0.777903630472478,0.42857132797237263
1293,1,0.998,0.948,0.04,-0.535,1.0,0.39751552795031053,0.5968992248062015,0.8277860083991158,0.43443232954406863
1294,1,1.0,0.295,0.148,-0.295,1.0,0.294314381270903,0.6627906976744187,0.3023769858476264,0.42333040068795835
1296,1,1.0,0.027,0.358,-0.027,1.0,0.6268514094601051,0.20542635658914732,0.7138744678363835,0.6195212394008491
1305,1,1.0,0.912,0.008,-0.629,3.0,0.28284758719541325,0.6821705426356589,0.4000645512546743,0.6663819804850082
1308,1,0.999,0.79,0.043,-0.551,1.0,0.31342570473005255,0.7131782945736433,0.3968821650844774,0.2616270490667225
1309,1,0.9875,0.928,0.014,-0.655,2.0,0.31342570473005255,0.7131782945736433,0.3968821650844774,0.2616270490667225
1312,1,0.997,0.011,0.433,-0.011,1.0,0.7376970855231725,0.33720930232558144,0.4340308066904175,0.4456409757073123
1313,1,0.991,0.274,0.179,-0.274,1.0,0.3019589106545628,0.6937984496124031,0.4675541455085881,0.45951441768744283
1314,1,1.0,0.336,0.124,-0.336,2.0,0.31724796942188244,0.6782945736434108,0.4925908107143915,0.4869643240905388
1316,1,1.0,0.827,0.009,-0.011,1.0,0.43956043956043955,0.5968992248062015,0.65517846838409,0.4514494188452005
1317,1,1.0,0.672,0.015,-0.515,1.0,0.4357381748686096,0.6007751937984496,0.5429379949337054,0.8120418861909533
1318,1,1.0,0.011,0.392,-0.011,2.0,0.43956043956043955,0.5968992248062015,0.65517846838409,0.4514494188452005
1321,1,0.9875,0.344,0.079,-0.221,1.0,0.6650740563784042,0.0736434108527132,0.3812673749296156,0.46003724926954304
1325,1,1.0,0.361,0.11,-0.361,3.0,0.2904921165790731,0.7054263565891473,0.4476727316591287,0.44142618622496554
1326,1,0.998,0.917,0.023,-0.652,1.0,0.4319159101767797,0.5116279069767442,0.5788477740761984,0.6497355529765008
1327,1,0.9875,0.967,0.007,-0.014,2.0,0.4319159101767797,0.5116279069767442,0.5788477740761984,0.6497355529765008
1328,1,1.0,0.911,0.016,-0.648,1.0,0.40898232202580026,0.49224806201550386,0.6395566921627047,0.6472414920475122
1329,1,1.0,0.153,0.227,-0.153,2.0,0.32871476349737216,0.7325581395348837,0.650611443828998,0.8259445842054927
1330,1,1.0,0.787,0.005,-0.562,1.0,0.294314381270903,0.7015503875968992,0.1562927459945378,0.2189783447089373
1331,1,1.0,0.544,0.396,-0.334,1.0,0.2981366459627329,0.6976744186046512,0.4786531422628624,0.10022579640911244
1332,1,0.998,0.688,0.011,-0.509,1.0,0.3860487338748208,0.6085271317829457,0.5352346922474709,0.07115919002140014
1333,1,1.0,0.408,0.032,-0.408,1.0,0.6459627329192547,0.2790697674418605,0.6642263560071555,0.14167858834064395
1334,1,1.0,0.861,0.113,-0.635,1.0,0.27902532250358336,0.686046511627907,0.8670700576723096,0.6353653985872216
1335,1,0.9875,0.905,0.005,-0.626,1.0,0.2866698518872432,0.6782945736434108,0.7734590949504252,0.33166215438748603
1336,1,1.0,0.216,0.232,-0.216,1.0,0.40516005733397037,0.5891472868217054,0.7009646826392988,0.2547393975523131
1337,1,0.9875,0.001,0.392,-0.001,1.0,0.4013377926421404,0.5465116279069768,0.8507105528260741,0.3401779010158883
1338,1,0.999,0.065,0.081,-0.044,1.0,0.3057811753463927,0.689922480620155,0.6881843725417784,0.6644141440699007
1339,1,1.0,0.828,0.066,-0.573,1.0,0.6459627329192547,0.41085271317829464,0.7927378441278172,0.8670816414286957
1341,1,0.998,0.623,0.016,-0.026,1.0,0.6039178213091256,0.4496124031007752,0.7101206214245899,0.38157743032022395
1342,1,1.0,0.641,0.267,-0.427,1.0,0.28284758719541325,0.689922480620155,0.597543885305555,0.41587933044524394
1343,1,1.0,0.314,0.126,-0.314,1.0,0.2981366459627329,0.6627906976744187,0.3818090279540467,0.5264998534957663
1344,1,0.99,0.161,0.302,-0.161,2.0,0.2981366459627329,0.6627906976744187,0.3818090279540467,0.5264998534957663
1346,1,1.0,0.558,0.057,-0.45,1.0,0.4013377926421404,0.5465116279069768,0.5454366780601649,0.3748632024321048
1347,1,1.0,0.41,0.037,-0.41,1.0,0.3707596751075012,0.5387596899224807,0.3410001532277249,0.3992480751033769
1351,1,1.0,0.247,0.218,-0.247,1.0,0.5809842331581462,0.41085271317829464,0.4351681383203907,0.8452738604886627
1352,1,1.0,0.454,0.042,-0.323,1.0,0.45867176301958906,0.5348837209302326,0.790106891475185,0.32563560335193475
1353,1,1.0,0.714,0.236,-0.493,2.0,0.2866698518872432,0.6782945736434108,0.7734590949504252,0.33166215438748603
1356,1,1.0,0.489,0.634,-0.489,1.0,0.4166268514094601,0.5775193798449613,0.4994557854178421,0.5577813401427552
1357,1,1.0,0.013,0.406,-0.013,1.0,0.39369326325848064,0.6007751937984496,0.29381625993011085,0.11702336942580471
1358,1,1.0,0.273,0.668,-0.597,1.0,0.39369326325848064,0.6007751937984496,0.2897829708573916,0.8368147694192367
1359,1,0.9875,0.335,0.117,-0.335,2.0,0.39369326325848064,0.6007751937984496,0.2897829708573916,0.8368147694192367
1362,1,1.0,0.331,0.093,-0.331,1.0,0.6230291447682752,0.29844961240310075,0.5482199269630037,0.5312716599483416
1363,1,1.0,0.474,0.354,-0.273,1.0,0.19875776397515527,0.6550387596899225,0.7968694038696302,0.8463232366725477
1364,1,1.0,0.209,0.253,-0.209,1.0,0.44720496894409933,0.44573643410852715,0.5395511498832626,0.1747667791519576
1365,1,1.0,0.206,0.271,-0.206,2.0,0.44720496894409933,0.44573643410852715,0.5395511498832626,0.1747667791519576
1368,1,1.0,0.971,0.043,-0.685,1.0,0.294314381270903,0.7015503875968992,0.5534604083309311,0.31817749117533634
1371,1,1.0,0.483,0.0,-0.446,1.0,0.5962732919254659,0.3294573643410853,0.5705371493402147,0.6239811521999417
1372,1,0.9875,0.065,0.4,-0.065,2.0,0.5962732919254659,0.3294573643410853,0.5705371493402147,0.6239811521999417
1373,1,1.0,0.596,0.035,-0.47,2.0,0.4166268514094601,0.5775193798449613,0.4994557854178421,0.5577813401427552
1374,1,0.9875,0.832,0.146,-0.587,3.5,0.4166268514094601,0.5775193798449613,0.4994557854178421,0.5577813401427552
1375,1,0.998,0.599,0.376,-0.389,3.0,0.4166268514094601,0.5775193798449613,0.4994557854178421,0.5577813401427552
1376,1,0.995,0.888,0.062,-0.612,2.0,0.2866698518872432,0.6782945736434108,0.16845455633587392,0.21258305240818443
1379,1,1.0,0.731,0.162,-0.494,1.0,0.30960344003822265,0.686046511627907,0.44645482739525555,0.8481208503404036
1380,1,0.9875,0.955,0.012,-0.729,2.0,0.30960344003822265,0.686046511627907,0.44645482739525555,0.8481208503404036
1381,1,0.999,0.691,0.053,-0.494,3.0,0.30960344003822265,0.686046511627907,0.44645482739525555,0.8481208503404036
1383,1,1.0,0.775,0.051,-0.531,1.0,0.4510272336359293,0.4418604651162791,0.24931361896409499,0.8664561896646301
1384,1,1.0,0.045,0.052,-0.045,1.0,0.31342570473005255,0.7093023255813953,0.8077853656809957,0.2816701213754125
1385,1,1.0,0.92,0.015,-0.662,1.0,0.39751552795031053,0.5542635658914729,0.28114539820811935,0.4316756684987859
1386,1,0.9875,0.924,0.032,-0.639,1.0,1.0,0.0,0.7221110402672224,0.3815510550769492
1387,1,1.0,0.021,0.415,-0.021,1.0,0.500716674629718,0.49224806201550386,0.7292107468058546,0.5909935970255895
1389,1,1.0,0.009,0.457,-0.009,1.0,0.5695174390826564,0.42248062015503873,0.6256008599382152,0.5915337773720766
